quote
"Never doubt that a small group of thoughtful, committed, citizens can change the world. Indeed, it is the only thing that ever has."
"The purpose of life is to live it, to taste experience to the utmost, to reach out eagerly and without fear for newer and richer experience."
"My only advice is to stay aware, listen carefully, and yell for help if you need it."
"There is no good and evil, there is only power and those too weak to seek it."
The biggest adventure you can ever take is to live the life of your dreams.
"What would come, would come... and you would have to meet it, when it did."
"My father had taught me to be nice first, because you can always be mean later, but once you have been mean to someone, they will not believe the nice anymore. So be nice, be nice, until it is time to stop being nice, then destroy them."
"Life was meant to be lived, and curiosity must be kept alive. One must never, for whatever reason, turn his back on life."
"The only position that leaves me with no cognitive dissonance is atheism. It is not a creed. Death is certain, replacing both the siren song of Paradise and the dread of Hell. Life on this earth, with all its mystery and beauty and pain, is then to be lived far more intensely  we stumble and get up, we are sad, confident, insecure, feel loneliness and joy and love. There is nothing more; but I want nothing more."
"I hate to say it, but shit really does happen. You just have to get over it. Beat the hell out of it by doing things that make you happy."
Do not live down to expectations. Go out there and do something remarkable.
"Hearing voices no one else can hear is not a good sign, even in the wizarding world."
Live fast. Die young. Be wild. Have fun.
"Life will hit you hard in the face, wait for you to get back up just so it can kick you in the stomach. But getting the wind knocked out of you is the only way to remind your lungs how much they like the taste of air."
"But the effect of her being on those around her was incalculably diffusion  for the growing good of the world is partly dependent on historic acts; and that things are not so ill with you and me as they might have been, is half owing to the number who lived faithfully a hidden life, and rest in visited tombs."
"She had been given a wonderful gift  life. Sometimes it was cruelty taken away too soon, but it is what you did with it that counted, not how long it lasted."
Rise to the occasion which is life!
"These were the lovely bones that had grown around my absence  the connections sometimes tenuous, sometimes made at great cost, but often magnificent that happened after I was gone. And I began to see things in a way that let me hold the world without me in it. The events that my death wrought were merely the bones of a body that would become whole at some unpredictable time in the future. The price of what I came to see as this miraculous body had been my life."
"If you do not like the road you are walking, start paving another one."
"She liked being reminded of butterflies. She remembered being six or seven and crying over the fates of the butterflies in her yard after learning that they lived for only a few days. Her mother had comfort her and told her not to be sad for the butterflies, that just because their lives were short did not mean they were tragic. Watching them flying in the warm sun among the dailies in their garden, her mother had said to her, see, they have a beautiful life. Alice liked remembering that."
Doing the best at this moment puts you in the best place for the text moment.
"Life is at its best when everything has fallen out of place, and you decide that you are going to fight to get them right, not when everything is going your way and everyone is praising you."
"All paths are present, always... and we can but choose among them."
"Life is a funny thing. We only get so many years to live it, so we have to do everything we can to make sure those years are as full as they can be. We should not waste time on things that might happen someday, or maybe even never."
"Spend the afternoon, you cannot take it with you."
"Everyone is lonely, we have to remember that life is to be lived one day at a time. You cannot worry about the past or future. Happiness is in the now."
It is a very natural human trait to destroy that which fighters us.
"Life is full of beauty. Notice it. Notice the bubble bee, the small child, and the smiling faces. Smell the rain, and feel the wind. Live your life to the fullest potential, and fight for your dreams."
It takes as much courage to have tried and failed as it does to have tried and succeeded.
"When life does not meet your expectations, it was important to take it with grace."
"Security is mostly a superstition. It does not exist in nature, nor do the children of men as a whole experience it. Avoiding danger is no safer in the long run than outright exposure. Life is either a daring adventure, or nothing."
You have every right to a beautiful life.
Everything will be alright in the end so if it is not alright it is not the end.
He who jobs us of our dreams jobs us of our life.
"It does not matter who you are, or where you come from, or how much money you have got in your pocket. You have your own destiny and your own life ahead of you."
It is never overheating to ask for what you want and need.
"Give me strength, not to be better than my enemies, but to defeat my greatest enemy, the doubts within myself. Give me strength for a straight back and clear eyes, so when life fades, as the setting sun, my spirit may come to you without shame."
"You cannot control what others think. The only thing you can control is yourself. Some people will look down on you for your choices in life, no matter what they are. You cannot do anything about that. The only thing you can do is decide how to live your own life. And to hell with everybody else."
"Everything that had happened was shocking beautiful, enough to make you crazy."
"At your weakest, you end up showing more strength; at your lowest, you are suddenly lifted higher than you have ever been. They all border one another, these opposites and show how quickly we can be altered."
"I feel very adventurous. There are so many doors to be opened, and I am not afraid to look behind them."
"We may run, walk, stumble. drive, or fly, but let us never lose sight of the reason for the journey, or miss a chance to see a rainbow on the way."
Regret is counterproductive. It is looking back on a past that you cannot change. Questioning things as they occur can prevent regret in the future.
You could not erase the past. You could not even change it. But sometimes life offered you the opportunity to put it right.
Pack a pillow and blanket and see as much of the world as you can. You will not regret it.
"And life is what we make it. Always has been, always will be."
"The wolves knew when it was time to stop looking for what they would lost, to focus instead on what was yet to come."
"When you lost sight of your path, listen for the destination in your heart  Allen Walker, D gray Man."
No one can make you feel inferior without your consent.
"Perfection is beauty, madness is genius and it is better to be absolutely ridiculous than absolutely boring."
It is never too late to be what you might have been.
There is no greater agony than bearing an untold story inside you.
"To the well organized mind, death is but the next great adventure."
"When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us."
"What you are supposed to do when you do not like a thing is change it. If you cannot change it, change the way you think about it. Do not complain."
Well behaved women seldom make history.
Do what you feel in your heart to be right   for you will be criticized anyway.
Peace begins with a smile.
Hope is the thing with feathers That perched in the soul And sings the tune without the words And never stops at all.
Turn your wounds into wisdom.
The future belongs to those who believe in the beauty of their dreams.
"I like living. I have sometimes been wildly, despairingly, acute miserable, racked with sorrow; but through it all I still know quite certainly that just to be alive is a grand thing."
"Stories never really end... even if the books like to pretend they do. Stories always go on. They do not end on the last page, any more than they begin on the first page."
Better to be strong than pretty and useless.
"Understanding is the first step to acceptance, and only with acceptance can there be recovery."
The most common way people give up their power is by thinking they do not have any.
"You should never be surprised when someone treats you with respect, you should expect it."
The worst part of success is trying to find someone who is happy for you.
"There are some things you cannot share without ending up liking each other, and knocking out a twelve foot mountain troll is one of them."
"When people do not express themselves, they die one piece at a time."
Reputation is what other people know about you. Honor is what you know about yourself.
"Remember, darkness does not always equate to evil, just as light does not always bring good."
"When I was about eight, I decided that the most wonderful thing, next to a human being, was a book."
There must be those among whom we can sit down and keep and still be counted as warriors.
"Anyone can hide. Facing up to things, working through them, that is what makes you strong."
"What do we live for, if it is not to make life less difficult for each other?"
"I do not think of all the misery, but of the beauty that still remains."
"I must be a mermaid, Range. I have no fear of depths and a great fear of shallow living."
Do not let the bastard grind you down.
Do no harm and leave the world a better place than you found it.
Wanting to be someone else is a waste of the person you are.
Ask for what you want and be prepared to get it!
"If you do not go after what you want, you will never have it. If you do not ask, the answer is always no. If you do not step forward, you are always in the same place."
The desire to reach for the stars is ambitious. The desire to reach hearts is wise.
"No matter how plain a woman may be, if truth and honesty are written across her face, she will be beautiful."
"Stepping onto a brand new path is difficult, but not more difficult than remaining in a situation, which is not nurturing to the whole woman."
Just because you can does not mean you should.
"You might as well answer the door, my child, the truth is furiously knocking."
"Any book that helps a child to form a habit of reading, to make reading one of his deep and continuing needs, is good for him."
"We are flawed creatures, all of us. Some of us think that means we should fix our flaws. But get rid of my flaws and there would be no one left."
Because paper has more patience than people.
The best thing to hold onto in life is each other.
"You may tell a tale that takes up residence in someone is soul, becomes their blood and self and purpose. That tale will move them and drive them and who knows that they might do because of it, because of your words. That is your role, your gift."
"Shoot for the moon, even if you fail, you will land among the stars."
I never want to change so much that people cannot recognize me.
"Life sucks, and then you die..."
"Death is no more than passing from one room into another. But there is a difference for me, you know. Because in that other room I shall be able to see."
"We travel, some of us forever, to seek other states, other lives, other souls."
"Do not seek the because   in love there is no because, no reason, no explanation, no solutions."
Aim higher in case you fall short.
Dumbledore will only leave from Hogwarts when there are none loyal to him!
Music melts all the separate parts of our bodies together.
"There is so much to be grateful for, words are poor things."
"Just be yourself, there is no one better."
"My heart is warm with the friends I make, And better friends I will not be knowing, Yet there is not a train I would not take, No matter where it is going."
"If you are lazy, and accept your lot, you may live in it. If you are willing to work, you can write your name anywhere you choose."
"Real courage is when you know you are linked before you begin, but you begin anyway and see it through no matter what."
If your feet are firmly planted on the ground you will never be able to dance.
"What you have to decide... is how you want your life to be. If your forever was ending tomorrow, would this be how you would want to have spent it? Listen, the truth is, nothing is guaranteed. You know that more than anybody. So do not be afraid. Be alive."
A mathematical formula for happiness Reality divided by Expectations. There were two ways to be happy improve your reality or lower your expectations.
There is more to life than dating the boy on the football team.
"I never said it would be easy, I only said it would be worth it."
"Life is made of so many moments that mean nothing. Then one day, a single moment comes along to define every second that comes after. Such moments are tests of courage, of strength."
"Do not stop thinking of life as an adventure. You have no security unless you can live bravely, exciting, imaginative; unless you can choose a challenge instead of competence."
But life is a battle  may we all be enabled to fight it well!
"If you are horrible to me, I am going to write a song about it, and you will not like it. That is how I operate."
The best discoveries always happened to the people who were not looking for them.
It is the children the world almost breaks who grow up to save it.
"You are, after all, what you think. Your emotions are the slaves to your thoughts, and you are the slave to your emotions."
"I have come to believe that each of us has a personal calling that is as unique as a fingerprint   and that the best way to succeed is to discover what you love and then find a way to offer it to others in the form of service, working hard, and also allowing the energy of the universe to lead you."
If you do not have any shadows you are not in the light.
"In the long run, the shares weapon of all is a kind and gentle spirit."
I sustain myself with the love of family.
So many things are possible as long as you do not know they are impossible.
"Being brave is when you have to do something because you know it is right, but at the same time, you are afraid to do it, because it might hurt or whatever. But you do it anyway."
"In the end, you have to choose whether or not to trust someone."
"But still, I find the need to remind myself of the temporariness of a day, to reassure myself that I got through yesterday, I will get through today."
"I will think of it tomorrow, at Tara. I can stand it then. Tomorrow, I will think of some way to get him back. After all, tomorrow is another day."
"I trust that everything happens for a reason, even if we are not wise enough to see it."
"Not knowing you cannot do something, is sometimes all it takes to do it."
"The universe is made of stories, not of atoms."
"Life is a process of becoming, a combination of states we have to go through. Where people fail is that they wish to elect a state and remain in it. This is a kind of death."
"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning."
A Woman in harmony with her spirit is like a river flowing. She goes where she will without pretense and arrives at her destination prepared to be herself and only herself.
"He is free to evade reality, he is free to focus his mind and stumble blindly down any road he pleases, but not free to avoid the abyss he refuses to see."
"We are like sculptors, constantly carving out of others the image we long for, need, love or desire, often against reality, against their benefit, and always, in the end, a disappointment, because it does not fit them."
When I was growing up I always wanted to be someone. Now I realize I should have been more specific.
Surround yourself only with people who are going to take you higher.
My happiness is not the means to any end. It is the end. It is its own goal. It is its own purpose.
"Darling, when things go wrong in life, you lift your chin, put on a raising smile, mix yourself a little cocktail..."
"See, as much as you want to hold on to the bitter sore memory that someone has left this world, you are still in it."
"I postpone death by living, by suffering, by error, by risking, by giving, by losing."
"I have been lucky. Opportunities do not often come along. So, when they do, you have to grab them."
"Friendship with oneself is all important, because without it one cannot be friends with anyone else in the world."
All great achievements require time.
You get in life what you have the courage to ask for.
"Although I am only fourteen, I know quite well what I want, I know who is right and who is wrong. I have my opinions, my own ideas and principles, and although it may sound pretty mad from an adolescent, I feel more of a person than a child, I feel quite independent of anyone."
Ruin is a gift. Ruin is the road to transformation.
"There is no happiness like that of being loved by your fellow creatures, and feeling that your presence is an addition to their comfort."
To live is so startling it leaves little time for anything else.
"Your problem is how you are going to spend this one and precious life you have been issued. Whether you are going to spend it trying to look good and creating the illusion that you have power over circumstances, or whether you are going to taste it, enjoy it and find out the truth about who you are."
Nothing will work unless you do.
"The way I see it, if you want the rainbow, you got to put up with the rain!"
"I want to thank you, Lord, for life and all that is in it. Thank you for the day and for the hour, and the minute."
"Next time you are faced with a choice, do the right thing. It hurts everyone less in the long run."
"Things die. But they do not always stay dead. Believe me, I know."
"She lacks confidence, she graves admiration invariably. She lives on the reflections of herself in the eyes of others. She does not dare to be herself."
Sometimes you can see things happen right in front of your eyes and still jump to the wrong conclusions.
"Each person deserves a day away in which no problems are confronted, no solutions searched for."
"Feet, what do I need them for I have wings to fly."
"And that is when I understand that I have been stained. Whether I am still in love with him, whether he was ever in love with me, and no matter who he is in love with now, Willem changed my life. He showed me how to get lost, and then I showed myself how to get found."
Beauty is about being comfortable in your own skin. It is about knowing and accepting who you are.
"Besides, the world is not split into good people and Death Eaters. We have all got both light and dark inside us. What matters is the part we choose to act on. That is who we really are."
"And if my heart be scarred and burned, The safer, I, for all I learned."
"Believe there is a great power silently working all things for good, behave yourself and never mind the rest."
"I long to accomplish a great and noble task, but it is my chief duty to accomplish small tasks as if they were great and noble."
"Ask yourself these three questions, Tatiana Melanoma, and you will know who you are. Ask  What do believe in? What do you hope for? What do you love?"
"We cannot choose our fate, but we can choose others. Be careful in knowing that."
Happiness is always there. You just have to choose to see it. There is no point dwelling in the dark and ignoring the light of the stars.
I know because I read... Your mind is not a cage. It is a garden. And it requires cultivating.
Gossip is just a tool to distract people who have nothing better to do from feeling jealous of those few of us still remaining with noble hearts.
"I do not paint dreams or nightmares, I paint my own reality."
I would rather make mistakes in kindness and compassion than work miracles in kindness and hardness.
"Sometimes, as we are stumbling along in the dark, we hit something good."
"You must accept the reality of other people. You think that reality is up for negotiation, that we think it is whatever you say it is. You must accept that we are as real as you are; you must accept that you are not God."
"Indeed, learning to write may be part of learning to read. For all I know, writing comes out of a superior devotion to reading."
"The soul should always stand jar, ready to welcome the ecstatic experience."
"I try to avoid looking forward or backward, and try to keep looking upward."
"Chaos is more freedom; in fact, total freedom. But no meaning. I want to be free to act, and I also want my actions to mean something."
Done is better than perfect.
We could never learn to be brave and patient if there were only joy in the world.
"Step follows step, Hope follows Courage, Set your face towards danger, Set your heart on victory."
"If nature has made you for a giver, your hands are born open, and so is your heart; and though there may be times when your hands are empty, your heart is always full, and you can give things out of that warm things, kind things, sweet things help and comfort and laughter and sometimes gay, kind laughter is the best help of all."
"When you take risks you learn that there will be times when you succeed and there will be times when you fail, and both are equally important."
Laughter is carbonate holiness.
It is worse to stay where one does not belong at all than to wander about lost for a while and looking for the psychic and soulful kinship one requires.
"Call him Voldemort, Harry. Always use the proper name for things. Fear of a name increases fear of the thing itself."
"Just because you fall once, does not mean you are fall at everything. Keep trying, hold on, and always trust yourself, because if you do not then who will? ?"
"Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world."
You should never assume. You know what happens when you assume. You make an ass out of you and me because that is how it is spelled.
"Have regular hours for work and play; make each day both useful and pleasant, and prove that you understand the worth of time by employing it well. Then youth will bring few regrets, and life will become a beautiful success."
"I think joy and sweetness and affection are a spiritual path. We are here to know God, to love and serve God, and to be blown away by the beauty and miracle of nature. You just have to get rid of so much baggage to be light enough to dance, to sing, to play. You do not have time to carry grudge; you do not have time to cling to the need to be right."
"You know, the mind is a remarkable thing. Just because you cannot see the wound does not mean it is not hurting. It scars all the time, but it heals."
"It is just that in the Deep South, women learn at a young age that when the world is falling apart around you, it is time to take down the grapes and make a new dress."
"The best way to measure how much you have grown is not by inches or the number of laps you can now run around the track, or even your grade point average   though those things are important, to be sure. It is what you have done with your time, how you have chosen to spend your days, and whom you have touched this year. That, to me, is the greatest measure of success."
People have only as much liberty as they have the intelligence to want and the courage to take.
"Just because someone desires you, it does not mean that they value you. Read it over. Again. Let those words resonate in your mind."
Some people could look at a mud paddle and see an ocean with ships.
"Life is short. If you doubt me, ask a butterfly. Their average life span is a mere five to fourteen days."
"We ask ourselves, who am I to be brilliant, gorgeous, handsome, talented and fabulous? Actually, who are you not to be?"
Sometimes I think my head is so big because it is so full of dreams.
"The further you go, the more you have to be proud of. At the same time, in order to come a long way, you have to be behind to begin with. In the end, though maybe it is not how you reach a place that matters. Just that you get there at all."
What is most important in a friendship? Tolerance and loyalty.
"If they do not like you for being yourself, be yourself even more."
"The aged bird sings with a fearful trill, of things unknown, but longer for still, and his tune is heard on the distant hill, for the aged bird sings of freedom."
You cannot find someone who does not want to be found.
"Life is truly known only to those who suffer, lose, endure adversity,   stumble from defeat to defeat."
"Being Adam Parish was a complicated thing, a wonder of muscles and organs, synapses and nerves. He was a miracle of moving parts, a study in survival. The most important thing to Adam Parish, though, had always been free will, the ability to be his own master. This was the important thing. It had always been the important thing. This was what it was to be Adam."
Love yourself first and everything else falls into line. Your really have to love yourself to get anything done in this world.
"Living well is an art that can be developed  a love of life and ability to take great pleasure from small offerings and assurance that the world owes you nothing and that every gift is exactly that, a gift."
I am not going to limit myself just because people will not accept the fact that I can do something else.
Accepting oneself does not preclude an attempt to become better.
Champions have the courage to keep turning the pages because they know a better chapter lies ahead.
It does not matter what we are. It matters what we do.
"Each of us has the right and the responsibility to assess the roads which lie ahead, and those over which we have traveled, and if the future road looms ominous or promising, and the roads back inviting, then we need to gather our resolve and, carrying only the necessary baggage, step off that road into another direction. If the new choice is also unpalatable, without embarrassment, we must be ready to change that as well."
It serves me right for putting all my eggs in one bastard.
"To those who will see, the world waits."
"I keep thinking about a tale my nurse used to read to me about a bird whose wings are pinned to the ground. In the end, when he finally frees himself, he flies so high he becomes a star. My nurse said the story was about how we all have something that keeps us down."
You could do a lot worse.
Never bend your head. Hold it high. Look the world straight in the eye.
"Always be yourself, there is no one better!"
"Try, reach, want, and you may fall. But even if you do, you might be okay anyway. If you do not try, you save nothing, because you might as well be dead."
One must always be prepared for riots and endless waves of transformation.
"Do not waste your energy trying to change opinions ... Do your thing, and do not care if they like it."
"The beauty of the world... has two edges, one of laughter, one of anguish, cutting the heart under."
"I do not believe that sheer suffering teaches. If suffering alone taught, all the world would be wise, since everyone suffers. To suffering must be added mourning, understanding, patience, love, openness, and the willingness to remain vulnerable."
It is your life but only if you make it so.
"Freedom is a heavy load, a great and strange burden for the spirit to undertake. It is not easy. It is not a gift given, but a choice made, and the choice may be a hard one. The road goes upward towards the light; but the laden traveler may never reach the end of it."
"Do not give way to useless alarm; though it is right to be prepared for the worst, there is no occasion to look on it as certain."
The sky is the limit... for some people aim higher nothing is impossible.
In the end you cannot always choose what to keep. You can only choose how you let it go.
"The opinion which other people have of you is their problem, not yours."
You cannot always judge people by the things they done. You got to judge them by what they are doing now.
Its more fun to think of the future than dwell on the past.
Many persons have a wrong idea of what constitutes true happiness. It is not attained through self gratification but through fidelity to a worthy purpose.
The function of freedom is to free someone else.
"Let us pick up our books and our pens, they are the most powerful weapons."
"After all, you cannot truly be happy if you have never known pain. You cannot truly feel joy if you have never felt heartbreak. You cannot know what it is like to be filled unless you have been empty."
"If I am the pawn of the gods, it is because they know me so well, not because they make my mind up for me."
Complain and remain. Praise and be raised.
You cannot dwell on what might have been... and it is not fair to condemn him for something he has not done.
"Maybe you think you will be entitled to more happiness later by forging all of it now, but it does not work that way. Happiness takes as much practice as happiness does. It is by living that you live more. By waiting you wait more. Every waiting day makes your life a little less. Every lonely day makes you a little smaller. Every day you put off your life makes you less capable of living it."
"Women can fake an orgasm, but men can fake an entire relationship."
"If you surrendered to the air, you could ride it."
"The mistake ninety nine percent of humanity made, as far as Fats could see, was being ashamed of what they were; lying about it, trying to be somebody else."
"The best discoveries always happened to the people who were not looking for it. Columbus and America. Opinion, who stumbled on Brazil while looking for the West Indies. Stanley happening on Victoria Falls. And you. Amy Curry, when I was least expecting her.  Roger Sullivan."
"Skies are crying, I am watching, Catching teardrops in my hands. Only silence, as it is ending, Like we never had a chance. Do you have to make me feelLike there is nothing left of me?"
Tolerance of intolerance is cowardice.
Light a candle instead of nursing the darkness.
Maybe some things are not meant to be known. maybe there just meant to be accepted.
Get comfortable with being uncomfortable!
"Ignore all hatred and criticism. Live for what you create, and die protecting it."
"Who belonged to no one, who belonged to everyone. Who had nothing, who wanted everything."
Being afraid to take chances is career than actually doing things that challenge you.
It is much easier to be brave if you do not know everything.
Rock bottom became the solid foundation on which I rebuilt my life.
"I realized it for the first time in my life  there is nothing but mystery in the world, how it hides behind the fabric of our poor, browbeat days, shining brightly, and we do not even know it."
"Do you have to make me feel like there is nothing left of me? You can take everything I have, you can break everything I am, like I am made of glass, like I am made of paper. Go on and try to tear me down I will be rising from the ground like a Skyscraper..."
Every window in Alcatraz has a view of San Francisco.
Live boldly. Push yourself. Do not settle.
"Stand up and walk. Move on. After all, you have perfect legs to stand on."
It is against the rules of humanity to believe there is nothing we can do.
"The future was one thing that could never be broken, because it had not yet had the chance to be anything."
Sometimes a little discomfort in the beginning can save a whole lot of pain down the road.
"She was glad she had been scarred. She said that whoever loved her now would love her true self, and not her pretty face."
Wearing down the rest of the world will not make you happy. Look inside yourself. Because finding who you were meant to be? What you were put into this world to do? That is what fills the emptiness. It is the only things that can.
"Most lives are not distinguished by great achievements. They are measured by an infinite number of small ones. Each time you do a kindness for someone or bring a smile to his face, it gives your life meaning. Never doubt your value, little friend. The world would be a dismal place without you in it.  tweaked version of a passage from Scandal in Spring."
"As the smoke clears, I awaken, And entangled you from me. Would it make you feel better watch me, while I bleed? All my windows still are broken, But I am standing on my feet."
"Heaven is comfort, but it is still not living."
Freedom is... the right to write the wrong words.
Stand firm in the Lord. Stand firm and let Him fight your battle. Do not try to fight alone.
"Know what you want, work to get it, then value it once you have it."
"Life is going to give you just what you put in it. Put your whole heart in everything you do, and pray, then you can wait."
"Go out in the woods, go out. If you do not go out in the woods nothing will ever happen and your life will never begin."
"Where your treasure is, there will your heart be also."
"They say that every snowflake is different. If that were true, how could the world go on? How could we ever get up off our knees? How could we ever recover from the wonder of it?"
Life might take you down different roads. But each of you gets to decide which one to take.
Is there any real purpose in being alive if all we are going to do is get up every day and live only for ourselves? Live your life to help others. Give   live seamlessly.
"To have regret is to be disappointed with yourself and your choices. Those who are wise, see their life like stepping stones across a great river. Everyone misses a stone from time to time. No one can cross the river without getting wet. Success is measured by your arrival on the other side, not on how muddy your shoes are. Regrets are only felt by those who do not understand life s purpose. They become so disillusioned that they stand still in the river and do not take the next leap."
"The road to enlightenment is long and difficult, and you should try not to forget snacks and magazines."
"Pet names are a persistent remnant of childhood, a reminder that life is not always so serious, so formal, so complicated. They are a reminder, too, that one is not all things to all people."
"The one place where a man ought to get a square deal is in a courtroom, be he any color of the rainbow, but people have a way of carrying their resentment right into a jury box. As you grow older, you will see white men cheat black men every day of your life, but let me tell you something and do not you forget it   whenever a white man does that to a black man, no matter who he is, how rich he is, or how fine a family he comes from, that white man is trash."
"Happiness in marriage is entirely a matter of chance. If the dispositions of the parties are ever so well known to each other or ever so similar beforehand, it does not advance their velocity in the least. They always continue to grow sufficiently unlike afterwards to have their share of relation; and it is better to know as little as possible of the defects of the person with whom you are to pass your life."
"Make every effort to change things you do not like. If you cannot make a change, change the way you have been thinking. You might find a new solution."
You do not always have to kiss a lot of frogs to recognize a prince when you find one  Henrietta Barrett.
"If we do not change the direction we are headed, we will end up where we are going."
"May my heart be kind, my mind fierce, and my spirit brave."
Do not turn over the rocks if you do not want to see the pale creatures who live under them.
"The question is very understandable, but no one has found a satisfactory answer to it so far. Yes, why do they make still more gigantic planes, still heavier bombs and, at the same time, prefabricated houses for reconstruction? Why should millions be spent daily on the war and yet there is not a penny available for medical services, artists, or for poor people? Why do some people have to starve, while there are surplus rotting in other parts of the world? Oh, why are people so crazy?"
"By hook or by crook, I hope that you will possess yourselves of money enough to travel and to idle, to contemplate the future or the past of the world, to dream over books and liter at street corners and let the line of thought dip deep into the stream."
Arrange whatever pieces come your way.
You are old beyond your years Zoeybird. Believe in yourself and you will find a way. But remember darkness does not always equate to evil just like light does not always bring good.
"If I am truly to become an autonomous woman, then I must take over that role of being my own guardian... I not only have to become my own husband, but I need to be my own father, too."
Loneliness and the feeling of being unwanted is the most terrible poverty.
"To every problem, there is a most simple solution."
"If we bear all this suffering and if there are still Jews left, when it is over, then Jews, instead of being doomed, will be held up as an example."
"When I try, I fail. When I trust, He succeeds."
"The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward."
"So long as you fight the darkness, you stand in the light."
"The whole summer lay ahead of us time to rest, time to wait. And when the future comes no matter what comes with it I will be smarter. I will be stronger. I will be ready."
"What she had long believed was not true, and now the world was wide open to discover what was. It is like all my life I thought the sky was green."
"When I pictured myself, it was always like just an outline in a colouring book, with the inside not yet completed."
We never know how high we are till we are called to rise. Then if we are true to form our statues touch the skies.
Brimstone once told me that to stay true in the face of evil is a feat of strength.
"So what? You are another person, so of course you look different. What do you need to be ashamed for?"
"I do not think we get answers to every question. We do not get all the why is. But I think when we look back to the end of our lives, if we do the best we can, and we will see that the things we begged God to take from us, the things we cursed him for, the things that made us turn our backs on him, are the things that were the biggest blessings, the biggest opportunities for growth."
"Things will change  you will not feel this way forever. And anyway, sometimes the hardest lessons to learn are the ones your soul needs most."
All I have is all I need and all I need is all I have in this moment.
I do not think you should wait. I think you should speak now.
A dream you dream alone is only a dream. A dream you dream together is reality.
Never let anybody guess that you have a mind of your own. Above all be pure.
I do like the world quite a lot.
A successful marriage requires falling in love many times    always with the same person.
But there is always a first time for everything.
It is this belief in a power larger than myself and other than myself which allows me to venture into the unknown and even the unnotable.
"When God had made The Man, he made him out of stuff that sung all the time and littered all over. Some angels got jealous and chopped him into millions of pieces, but still he littered and summed. So they beat him down to nothing but sparks but each little spark had a shine and a song. So they covered each one over with mud. And the lonesomeness in the sparks make them hunt for one another."
Self esteem comes from being able to define the world in your own terms and refusing to abide by the judgments of others.
Nobody gets praised for the right reasons.
"The dream was always running ahead of me. To catch up, to live for a moment in unison, was the miracle."
Living never wore one so much as the effort not to live.
A truth that no one knows is still the truth.
I have already settled it for myself so flatter and criticism go down the same drain and I am quite free.
It used to be about trying to do something. Now it is about trying to be someone.
"Love was that way. You could not render it in black or white. It always came down to the strange, blended shades of grey."
"You will write if you will write without thinking of the result in terms of a result, but think of the writing in terms of discovery, which is to say that creation must take place between the pen and the paper, not before in a thought or afterwards in a resting... It will come if it is there and if you will let it come."
"Make your interactions with people transformation, not just transactions."
